k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
139,0.133929,0.133929,0.267857,5.4825084,4,22.42776083937331,22.557253,14.01556083937331,14.145052999999999,0.12949216062668967
140,0.142857,0.142857,0.285714,5.5226175,1,-1.616212303427049,-1.6156278,-10.02841230342705,-10.0278278,0.0005845034270490768
140,0.142857,0.142857,0.285714,5.5226175,2,14.032214820522146,14.380396,5.620014820522146,5.968195999999999,0.3481811794778533
140,0.142857,0.142857,0.285714,5.5226175,3,15.519582870417489,15.800226,7.107382870417489,7.388026,0.28064312958251136
140,0.142857,0.142857,0.285714,5.5226175,4,22.093634031456723,22.356595,13.681434031456723,13.944394999999998,0.26296096854327544
141,0.151786,0.151786,0.303571,5.5627266,1,-1.4181742362481233,-1.4188097,-9.830374236248124,-9.831009700000001,-0.0006354637518766193
141,0.151786,0.151786,0.303571,5.5627266,2,13.602700746557343,13.913751,5.190500746557342,5.501550999999999,0.3110502534426569
141,0.151786,0.151786,0.303571,5.5627266,3,15.130492508080769,15.406008,6.7182925080807685,6.993808,0.2755154919192311
141,0.151786,0.151786,0.303571,5.5627266,4,21.739075922495477,22.095395,13.326875922495477,13.683195,0.35631907750452285
142,0.160714,0.160714,0.321429,5.6028357,1,-1.208562374336317,-1.2117222,-9.620762374336318,-9.6239222,-0.0031598256636831135
142,0.160714,0.160714,0.321429,5.6028357,2,13.183926248396885,13.465515,4.7717262483968845,5.053315,0.28158875160311503
142,0.160714,0.160714,0.321429,5.6028357,3,14.74644822561906,15.015267,6.33424822561906,6.603066999999999,0.2688187743809394
142,0.160714,0.160714,0.321429,5.6028357,4,21.37760607091774,21.779395,12.965406070917739,13.367195,0.4017889290822616
143,0.169643,0.169643,0.339286,5.6429448,1,-0.9875138741356831,-0.99435486,-9.399713874135683,-9.40655486,-0.0068409858643168064
143,0.169643,0.169643,0.339286,5.6429448,2,12.776024388213322,13.033964,4.363824388213322,4.621763999999999,0.2579396117866768
143,0.169643,0.169643,0.339286,5.6429448,3,14.367995262736427,14.627989,5.955795262736427,6.215788999999999,0.25999373726357256
143,0.169643,0.169643,0.339286,5.6429448,4,21.01628117273981,21.420018,12.604081172739809,13.007817999999999,0.40373682726018956
144,0.178571,0.178571,0.357143,5.683054,1,-0.7550207467616665,-0.76641851,-9.167220746761666,-9.17861851,-0.011397763238333525
