ik,band,distance_inv_A,energy_eV,native_weight,pw_weight
29,8,2.653233048923,13.846725843952928,1.0,1.0000000000000004
30,1,2.737242461752,-3.7793155529623905,1.0,1.0000000000000009
30,2,2.737242461752,-0.3066411034191341,1.0,1.0000000000000009
30,3,2.737242461752,5.066789653186995,1.0,1.0000000000000007
30,4,2.737242461752,5.066789653177615,1.0,0.9999999999999987
30,5,2.737242461752,7.845676333525168,1.0,1.0000000000000016
30,6,2.737242461752,9.618071637728384,1.0,0.9999999999999987
30,7,2.737242461752,9.618071637735474,1.0,0.9999999999999997
30,8,2.737242461752,13.912321363770706,1.0,0.9999999999999966
31,1,2.821251874581,-4.093119098745457,1.0,1.000000000000001
31,2,2.821251874581,0.22292960580006993,1.0,1.0000000000000004
31,3,2.821251874581,5.1294073156704085,1.0,1.0000000000000004
31,4,2.821251874581,5.129407315680134,1.0,0.9999999999999994
31,5,2.821251874581,7.915979690472275,1.0,1.0000000000000004
31,6,2.821251874581,9.677889219421003,1.0,0.9999999999999988
31,7,2.821251874581,9.67788921943685,1.0,1.0
31,8,2.821251874581,13.997130709444825,1.0,1.0000000000000024
32,1,2.90526128741,-4.4182173803893185,1.0,1.000000000000002
32,2,2.90526128741,0.8477125900262914,1.0,0.9999999999999996
32,3,2.90526128741,5.216561612115647,1.0,0.9999999999999997
32,4,2.90526128741,5.216561612116254,1.0,1.0000000000000009
32,5,2.90526128741,8.012986285476414,1.0,1.000000000000003
32,6,2.90526128741,9.738009169406874,1.0,0.999999999999998
32,7,2.90526128741,9.738009169325045,1.0,0.9999999999999976
32,8,2.90526128741,14.015579675855413,1.0,0.9999999999999934
33,1,2.989270700239,-4.727552550138177,1.0,1.0000000000000016
33,2,2.989270700239,1.538150451302795,1.0,0.9999999999999998
33,3,2.989270700239,5.327329658238097,1.0,1.0000000000000018
33,4,2.989270700239,5.327329658340147,1.0,1.0000000000000004
33,5,2.989270700239,8.134951272389621,1.0,0.9999999999999978
33,6,2.989270700239,9.771690841909376,1.0,1.0000000000000022
33,7,2.989270700239,9.771690842008285,1.0,0.9999999999999982
33,8,2.989270700239,13.739115575284726,1.0,1.0000000000000917
